b08a55ee1afe521032e4f28734a0a7a7416a9e0f,COc1ccc(cc1OCCCCOc1ccc(C(=O)CC2CCCC2)c(O)c1C)C(O)=O
3989aed551527c148d0c7607fead9502dc09b03f,Cc1ccc(NC(=O)C(O)=O)cc1
95816ab5d2ca808a822822602fcb44fc6f6aa550,Cc1c(OCc2cccc(c2)-c2cccc(c2)C(O)=O)ccc(C(=O)CC(C)(C)C)c1O
962e58625bcbd9de3da3a4c455f0cb33f04085fa,Cc1c(O)c(ccc1OCCCCOc1ccc(cc1)-c1nnn[nH]1)C(=O)CC(C)(C)C
8cfcdc524323309abf5828bf68806f8f3eeb80ad,N[C@@]1([C@H]2[C@@H](C[C@H]1OCc1ccc(F)c(F)c1)[C@]2(F)C(O)=O)C(O)=O
f8551a1e231608feaf70d07df268c4db7cc8dcb4,N[C@]1(CC[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O
6515ea05753995b428ca871c471536a52552ece5,N[C@]1(C[C@H](NC(=O)c2cccc(Cl)c2)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O
57ecb2f89fa6f8fb82a23a611f9c9d302745c91b,N[C@@]1([C@H]2[C@@H](C[C@H]1OCc1ccc(Cl)c(Cl)c1)[C@]2(F)C(O)=O)C(O)=O
da37b53a543052bfbb90b4e18edf379008fbf8e7,CC(C)CC(=O)c1ccc(OCCCCOc2cccc(C(O)=O)c2C)c(C)c1O
1337d21c8aea77bcdf17c788240190cfb3cc1f3b,CC(C)CC(=O)c1ccc(OCCCCOc2ccccc2C(O)=O)c(C)c1O
2b4d10230febca7ca9ae1d6bd6d63ddeb1e084b1,Cc1c(O)c(ccc1OCCCCOc1ccccc1C(O)=O)C(=O)CC1CCCC1
0cf085c3cf252f5764475ce57b716d00b291f3d0,Cc1c(O)c(ccc1OCc1cccc(c1)-c1cccc(c1)C(O)=O)C(=O)CC(C)(C)C
6d250c857649bab01cb8f24c4714055acca481ed,N[C@]1(CO[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O
b11b66d9f912b004b4a40bdea647e81e0416808c,COc1cccc(c1)C#Cc1ccc(cc1)C(=O)N1CCC[C@H](CO)C1
135743e18614edabcd74d2c8697aad396d1da8b7,N[C@]1(C[C@H](Sc2c[nH]nn2)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O
235fabf4314a8953797e97a6a03440533fee6c26,CC(=O)c1ccc(OCc2cccc(c2)-c2cccc(c2)C(O)=O)c(C)c1O
df9eac32ccc355ad2ef1296a96e1215c852f5645,Cc1cc2C(=O)N(CC(=O)Nc3cccc(c3)-c3cccc(c3)C(O)=O)C(=O)c2cc1C
4f8e0949e9594326ef03754bac5c4fc7b128d26c,COc1cc(ccc1OCCCCOc1ccc(C(=O)CC(C)(C)C)c(O)c1C)C(O)=O
8618d1caf8e6d096932599864a664daba8c10b53,CC(C)C(=O)c1ccc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2C)c(C)c1O
3cc8166c9f0ad18df18b121b26d4553f407d4569,N[C@]1(C[C@H](NC(=O)c2cccc(c2)-c2ccccc2)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O
7e7c4f5bc143abd5d3206956fe2c0013e6248db2,CC(C)CC(=O)c1ccc(OCCCCOc2ccccc2)c(C)c1O
6b6c2f78e943e5623f24eb060ef13e94e3ac8fe8,COc1ccc(cc1OCCCCOc1ccc(C(=O)CC(C)C)c(O)c1C)C(=O)NC(C)C
76aec080bb08763ba2acca30ccaea7e37403465c,CC[C@@](O)(c1cn(Cc2ccc3c(cc(nc3c2)C(N)=O)-c2cccc(F)c2)nn1)C(F)(F)F
